,0,1,2
ETSY,-17.936785,108.778915,99.11998
EVRG,99.11368,-61.71626,28.225817
EW,86.005585,47.051212,65.130196
EXC,87.79351,-78.48485,-21.693382
EXPD,6.9402714,61.756557,-17.325445
EXPE,-20.303759,-27.896318,-14.869498
EXR,124.18828,28.780695,-46.060684
F,-98.01709,-25.808645,-50.271
FANG,-60.14852,-15.412053,-113.41483
FAST,3.1105583,10.6538,38.380413
FCX,-39.092705,50.063557,-114.472374
FDS,38.651886,-0.23830855,142.75496
FDX,-4.6513505,32.955944,-38.36604
FE,120.64217,-84.26913,19.77897
FFIV,-63.925022,28.900484,45.997948
FIS,18.42299,129.28517,7.1697893
FISV,31.023125,114.23897,-4.51966
FITB,-24.12455,-75.17386,-74.80238
FLT,-19.109194,86.6943,4.758847
FMC,21.196856,66.44549,-116.62752
FRT,-66.57515,116.818756,75.33772
FTNT,-46.410984,47.31313,142.20425
FTV,-52.50791,26.174196,-43.33959
GD,46.627525,-47.124176,38.977547
GE,-98.63541,-80.60382,-93.71166
GILD,101.08508,-13.261183,120.97175
GIS,122.7943,13.992222,23.227694
GL,53.11836,24.352457,-75.086205
GLW,-108.01144,24.822182,-15.479107
GM,-106.376274,-29.703333,-64.00872
GNRC,-102.31331,-23.67683,88.32124
GOOG,-4.9525933,91.05679,43.11218
GOOGL,-14.076433,102.547005,37.576763
GPC,-19.559261,-31.141607,27.809542
GPN,17.086035,109.238075,13.746656
GPS,-129.09929,-70.45535,-9.04432
GRMN,-32.646378,3.5113754,53.72392
GS,84.69212,-108.7937,-42.74261
GWW,-0.82664204,-0.09188744,23.664888
HAL,-50.69675,-18.106022,-87.38523
HAS,-81.13805,-56.479107,100.897194
HCA,10.062843,-54.055416,37.005283
HD,-18.825577,27.085909,20.065727
HES,-21.870514,-6.5956197,-119.32846
HIG,27.112267,-28.001352,-70.195816
HII,114.83229,-9.366255,-72.797485
HLT,-34.19373,130.38219,60.26006
HOLX,56.064594,57.35025,64.50615
HON,-328.90457,-174.2236,-609.153
HPE,-141.0237,19.602345,1.4485303
HPQ,-136.91997,42.871635,1.0910279
HRL,101.66328,1.8516465,27.14587
HSIC,24.592712,-113.42266,80.328476
HST,2.0512161,-86.65366,-52.296646
HSY,97.244736,-16.145206,47.50098
HUM,61.66963,-2.2115576,37.687313
HWM,17.508808,-106.28118,-106.977585
IBM,7.698703,-81.01676,79.613686
ICE,40.657906,-92.7213,30.382732
IDXX,19.590485,73.09198,42.817688
IEX,-23.922297,52.20099,3.0195494
IFF,69.1357,93.56892,-50.700035
ILMN,12.296043,59.53916,141.58777
INCY,85.77482,21.8817,104.71017
INTC,-8.341856,127.36855,-36.33896
INTU,-42.38602,57.18987,103.52753
IP,-60.39917,-71.56399,72.07302
IPG,7.1024036,12.487988,-56.272568
IPGP,-131.37468,22.680443,61.434967
IQV,5.347895,49.950054,62.389908
IR,-53.630592,69.77958,-56.146675
IRM,71.6821,-14.578939,-41.525898
ISRG,-16.87501,4.2664156,87.13708
IT,-59.18013,80.884026,-4.704466
ITW,211.84454,-411.7686,-91.40886
IVZ,-82.42279,-70.45805,32.24721
J,-52.40794,25.54403,9.067641
JBHT,1.6762528,84.10087,-33.058495
JCI,-31.962141,49.326427,-48.77162
JKHY,55.870358,31.272867,85.161545
JNJ,7.2828155,-39.477325,-136.68231
JNPR,-62.236904,11.694674,66.95509
JPM,-59.26186,-59.773582,-31.217913
K,125.73502,-4.8571544,16.132578
KEYS,-40.258644,137.34624,17.564613
KHC,148.56883,-12.258206,-2.3957496
KIM,28.2459,-85.816536,-70.38618
KLAC,-78.37328,97.6717,29.242067
KMB,110.64259,11.058652,53.42649
KMI,0.059246786,10.141081,-99.665955
KMX,-79.3746,20.938593,-0.5985911
KO,-39.581257,97.13451,57.228825
KR,75.96439,8.978174,69.684
L,-22.460356,-26.840761,108.734276
LDOS,145.6009,-4.214956,-44.952232
LH,23.811605,8.832824,74.20437
LHX,117.69322,-30.133318,-50.101368
LIN,29.594584,27.330225,-26.881279
LKQ,-30.591352,-51.375473,33.443184
LLY,118.033844,-14.567399,81.21058
LMT,108.870094,-11.825774,-48.31299
LNC,-66.82846,-96.61803,-66.66075
LNT,90.94376,-50.32202,3.621998
LOW,-28.941786,16.866821,27.374443
LRCX,101.292625,50.794876,-18.209282
LUMN,8.923251,-51.129486,75.319984
LUV,-22.688402,-113.77238,-4.5759997
LVS,-50.46694,-87.04366,20.42042
LW,78.23354,-73.7771,-110.207054
LYB,-82.906746,-3.5250332,-80.336365
LYV,-1.0015795,-43.529984,2.7577713
MA,3.7437303,89.260315,8.447812
MAA,-111.65451,29.464169,-88.3115
MAR,-24.197428,-56.630333,-3.9391968
MAS,-26.602852,73.45425,-20.54619
MCD,-0.43768048,-141.20265,-90.918465
MCHP,-110.99168,79.40323,31.062939
MCK,42.586433,-65.270676,95.448975
MCO,-19.853914,35.421757,59.739037
MDLZ,25.355751,-19.657686,-294.23062
MDT,47.338684,44.393738,8.022096
MET,39.686546,107.33507,-77.34531
MGM,-45.135994,-50.522316,2.6930726
MHK,-35.781616,26.480175,-66.0425
MKC,97.729645,24.359852,8.35695
MKTX,132.23424,67.93648,-8.509389
MLM,-70.091805,-140.08441,-11.955301
MMC,63.636833,79.14991,200.29572
MMM,-8.742297,-64.51564,60.592587
MNST,78.881424,77.24017,100.183815
MO,82.45077,-95.752106,71.71977
MOS,13.964941,33.031372,-137.67052
MPC,-7.4438343,-44.3584,-99.972015
MPWR,-97.83321,91.12676,53.124794
MRK,93.49692,-27.30517,85.53474
MRO,-37.67282,-23.942175,-130.49484
MS,-81.570786,-64.05443,-33.36647
MSCI,-20.518744,42.70609,81.96258
MSFT,-20.347187,111.04148,20.971346
MSI,64.27402,127.79637,6.8460493
MTB,-31.03728,-102.088715,-68.218575
MTCH,-58.920677,8.154424,128.95973
MTD,11.792425,78.33314,75.57503
MU,-111.855576,79.785194,1.0390879
NCLH,-33.95668,-90.29119,-21.662516
NDAQ,26.898222,-83.07543,37.984043
NEE,88.876526,-4.022722,-12.117342
NEM,147.59834,-53.641937,1.229847
NFLX,10.600403,126.17403,51.53147
NI,73.29525,-66.228546,23.659033
NKE,-82.369995,-12.44591,23.557579
NOC,116.02427,-16.247293,-32.652157
NOW,-21.957064,69.97173,120.25635
NRG,104.38228,-49.26513,-85.92072
NTAP,-150.6755,5.223306,22.387707
NTRS,-77.877205,-72.66074,-4.87416
NUE,-11.774965,68.1748,-123.41514
NVDA,-104.60823,75.08397,74.63109
NVR,-15.115109,79.35613,-77.91643
NWL,-9.944703,48.124702,-72.747444
NWS,-35.56173,-31.00688,59.371853
NWSA,-30.084818,-41.022243,70.30524
NXPI,-119.526375,57.342304,39.56147
O,61.522015,-66.70901,-41.508595
ODFL,11.915639,95.52017,-23.521385
OKE,-18.672771,23.378572,-96.50378
OMC,16.115257,24.269533,-63.13778
ORCL,29.896475,15.966717,110.934326
ORLY,88.586464,23.2207,-46.6284
OXY,-46.85232,-2.5874174,-134.91037
PAYC,-29.67988,38.183456,112.72206
PAYX,29.99878,-10.93236,-119.021416
PCAR,1.2746834,-118.06902,-71.94952
PEAK,64.22987,-44.66368,-53.00053
PEG,4.5863643,-21.63476,141.27771
PENN,-62.435425,-34.500134,8.373613
PEP,157.68857,-159.72058,428.06982
PFE,120.348785,-45.31222,67.75613
PFG,-23.631792,-62.746822,-50.348045
PG,72.51092,-19.004234,62.585728
PGR,33.783176,-4.688118,-42.281734
PH,-36.711506,-132.29361,-22.378199
PHM,-3.2167706,95.939384,-83.01422
PKG,-53.425396,-68.78892,57.284004
PKI,29.119175,96.93172,63.466694
PLD,53.660397,-8.8253145,-17.909086
PM,94.66825,-81.4749,63.823586
PNC,-42.353733,-56.735474,-69.66491
PNR,-69.4916,36.519592,-21.720356
PNW,67.348236,-68.55377,-7.9430566
POOL,2.2554557,33.70722,19.097525
PPG,20.79789,59.50305,-69.69117
PPL,91.96003,-51.641094,-28.08048
PRU,-50.487633,-90.32279,-50.008152
PSA,-114.160614,57.77167,-72.44364
PSX,3.314226,-25.388475,-99.103775
PTC,-41.138428,47.6711,35.978035
PVH,-129.46704,-54.746788,-44.672207
PWR,-87.41335,84.20169,-69.43563
PXD,-39.714424,2.334292,-105.50238
PYPL,-70.91578,57.837486,114.320854
QCOM,-66.041466,78.90607,52.785427
QRVO,-73.60228,59.435036,32.143406
RCL,-20.55764,-83.63285,-28.365723
RE,77.11089,-17.644016,-77.30475
REG,46.14889,-87.79997,-59.14352
REGN,75.53921,-24.927616,116.127556
RF,-30.946114,-69.275246,-93.00851
RHI,-76.96381,-10.391648,-14.202682
RJF,-78.80919,-99.0531,-28.118893
RL,-136.95808,-43.480618,-29.146885
RMD,85.25081,105.277504,30.468521
ROK,-56.03091,96.79781,-72.42519
ROL,93.45041,95.20721,-11.688982
ROP,-38.439777,71.579155,20.39464
ROST,-33.459473,-11.510096,12.503291
RSG,42.84327,-65.09686,17.703796
RTX,8.5056095,-39.026527,-28.110382
SBAC,27.311687,-1.2072277,-2.4888742
SBNY,-8.458139,-84.79655,-94.81222
SBUX,-7.509299,-13.0840225,59.86866
SCHW,-77.096855,-102.44964,-5.2870054
SEDG,-102.30335,11.308768,89.96871
SEE,42.87282,52.786777,-78.23972
SHW,24.961424,87.58585,-54.3622
SJM,130.83481,16.862175,3.3383663
SLB,-34.990936,-19.471502,-76.56577
SNA,-26.487516,6.4745593,-36.1811
SNPS,-73.77072,-196.15137,209.31514
SO,-118.45724,38.31238,-44.93563
SPG,37.35249,-109.70593,-68.60688
SPGI,53.470398,-112.932335,-22.672516
SRE,114.57363,-75.82751,-12.283096
STE,52.864132,53.541737,31.55264
STT,-97.94176,-77.88786,-15.748255
STX,-103.67304,109.71306,-28.136465
STZ,103.75738,74.83643,-51.435284
SWK,-82.485115,60.88796,-28.317911
SWKS,-88.81048,64.20238,39.339344
SYF,-47.877087,-18.080029,-40.676964
SYK,63.363705,38.425503,4.0743403
SYY,2.6764293,-72.70233,9.3726845
T,27.878191,-43.60304,66.121506
TAP,78.26599,-107.29696,-81.21024
TDG,-6.051286,-25.172836,-40.78893
TDY,5.424431,-5.44158,-29.878931
TECH,48.55611,99.40761,85.98544
TEL,-5.042513,-101.98659,25.141495
TER,-100.610886,111.33727,28.783821
TFX,62.444008,52.248493,-14.106029
TGT,11.831895,-45.059772,112.625725
TJX,-36.502083,-3.7796474,-1.3169059
TMO,36.654682,76.92962,70.5697
TMUS,107.53201,51.298115,105.60268
TPR,-118.12663,-53.06443,-17.868158
TRMB,-103.292854,28.649319,23.93754
TROW,-99.57941,-42.169327,59.497353
TRV,38.249184,-7.462229,-76.08709
TSCO,8.197753,-20.931887,90.7565
TSLA,-42.55099,61.72681,66.6051
TSN,-18.649742,-137.92458,31.895851
TT,-46.74482,53.900574,-32.953526
TTWO,40.63192,51.316784,110.97982
TXN,54.48881,-41.491356,-110.110306
TXT,-90.72496,-116.07171,-50.601845
TYL,8.565585,81.34633,121.50623
UA,-107.678406,-8.147083,3.9961107
UAA,-117.22658,-11.158374,-8.181112
UAL,10.037505,-103.588196,-8.863563
UDR,-20.894707,27.134499,-134.19441
UHS,18.886757,-48.02132,25.032152
ULTA,-23.617874,-93.46855,52.589172
UNH,70.498184,4.8506274,-125.63427
UNP,-10.573251,31.760342,-10.364086
UPS,-2.6524103,53.790497,-36.114132
URI,-72.55978,21.626091,-101.69069
USB,-58.103916,-60.49854,-84.2711
V,35.102745,-65.681984,-97.19426
VFC,-142.59198,-37.90759,-6.1616764
VLO,11.492937,-41.60555,-97.552505
VMC,41.54666,125.80294,-41.275093
VNO,29.263414,-99.402245,-40.26794
VRSK,38.60183,-85.06177,2.0063772
VRSN,5.0501094,46.891186,106.88478
VRTX,69.8085,4.657901,116.64574
VTR,68.73736,-65.585945,-73.68167
VTRS,-41.634434,-123.10206,63.89013
VZ,15.269493,-67.0956,-128.28815
WAB,-100.78312,-29.7272,-102.491974
WAT,15.069772,97.45795,90.74573
WBA,44.7651,-78.68602,67.08721
WDC,-113.40724,84.30345,-19.299572
WEC,97.90971,-24.919645,6.3421326
WELL,53.394695,-56.673855,-72.20517
WFC,-71.1082,-43.074524,-73.08437
WHR,-32.717968,100.706924,-22.890802
WM,-85.557076,8.028277,47.303886
WMB,5.800968,26.60417,-97.975464
WMT,52.68988,-5.8459506,83.071045
WRB,41.989365,77.10705,-91.56953
WRK,-68.27981,-88.23166,64.22543
WST,65.68984,86.64745,60.042633
WY,104.022026,39.425568,-87.05065
WYNN,-47.09719,-73.695,11.528847
XEL,-92.92684,28.484003,-48.87176
XOM,-1.5345024,-4.255405,-81.311676
XRAY,6.78275,-120.27147,70.70563
XYL,-54.108517,11.568641,-19.760592
YUM,5.6642756,-24.363646,43.379787
ZBH,59.06853,21.784449,-5.084454
ZBRA,-53.52024,134.3785,-31.443157
ZION,-48.740765,-81.93318,-109.7619
ZTS,28.15464,53.546604,48.101196
